phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
6319801,https://zambianjobhub.com/wp-content/plugins/bankofamerica.com.login/eqqe/login.php?cmd=login_submit&amp;id=49f1be2983aaf88c3c02831b36bf2a5d49f1be2983aaf88c3c02831b36bf2a5d&amp;session=49f1be2983aaf88c3c02831b36bf2a5d49f1be2983aaf88c3c02831b36bf2a5d,http://www.phishtank.com/phish_detail.php?phish_id=6319801,2019-12-13T21:00:49+00:00,yes,2019-12-13T21:05:59+00:00,yes,Other
6319800,http://zambianjobhub.com/wp-content/plugins/bankofamerica.com.login/eqqe/login.php?cmd=login_submit&amp;id=d9dd0fb9f77d0b40d6d14d7600f31291d9dd0fb9f77d0b40d6d14d7600f31291&amp;session=d9dd0fb9f77d0b40d6d14d7600f31291d9dd0fb9f77d0b40d6d14d7600f31291,http://www.phishtank.com/phish_detail.php?phish_id=6319800,2019-12-13T21:00:45+00:00,yes,2019-12-13T21:05:13+00:00,yes,Other
6319799,http://zambianjobhub.com/wp-content/plugins/bankofamerica.com.login/eqqe/login.php?cmd=login_submit&amp;id=8beb7ed04fe4ae7e41d486789b9c0fd38beb7ed04fe4ae7e41d486789b9c0fd3&amp;session=8beb7ed04fe4ae7e41d486789b9c0fd38beb7ed04fe4ae7e41d486789b9c0fd3,http://www.phishtank.com/phish_detail.php?phish_id=6319799,2019-12-13T21:00:40+00:00,yes,2019-12-13T21:04:27+00:00,yes,Other
6319797,https://zambianjobhub.com/wp-content/plugins/bankofamerica.com.login/eqqe/login.php?cmd=login_submit&amp;id=ca8895c95831f76cf30f439fe626c449ca8895c95831f76cf30f439fe626c449&amp;session=ca8895c95831f76cf30f439fe626c449ca8895c95831f76cf30f439fe626c449,http://www.phishtank.com/phish_detail.php?phish_id=6319797,2019-12-13T21:00:32+00:00,yes,2019-12-13T21:03:41+00:00,yes,Other
6319710,http://hitsem.com/images/?http:/us.battle.net/login/en?ref=http:/vwchlhcus.battle.net/d3/en/index,http://www.phishtank.com/phish_detail.php?phish_id=6319710,2019-12-13T20:00:39+00:00,yes,2019-12-13T20:02:47+00:00,yes,Other
6319709,http://hitsem.com/images?http:/us.battle.net/login/en?ref=http:/vwchlhcus.battle.net/d3/en/index,http://www.phishtank.com/phish_detail.php?phish_id=6319709,2019-12-13T20:00:38+00:00,yes,2019-12-13T20:02:47+00:00,yes,Other
6319684,https://crowleprimary-my.sharepoint.com/personal/efawcett_crowleprimaryacademy_co_uk/_layouts/15/WopiFrame.aspx?guestaccesstoken=PQJo%2b1du2x7GKpNWPj%2fpxrjB27yIsJvJg%2fulMjFwpIc%3d&docid=1_1a33d81e097f84f22a3ea2b3bdbe4bc3b&wdFormId=%7B6C0F5018-9905-4C88-8E5E-C7B0BD411941%7D&action=formsubmit&cid=d2ade5d4-a3d0-473a-b4f2-48fbbd37b450,http://www.phishtank.com/phish_detail.php?phish_id=6319684,2019-12-13T19:29:39+00:00,yes,2019-12-15T21:45:53+00:00,yes,Other
6319668,https://dotilo.com/paypal/paypal/xzmu5mtq=/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6319668,2019-12-13T19:04:03+00:00,yes,2019-12-13T19:35:25+00:00,yes,Other
6319667,http://dotilo.com/paypal/paypal/xzmu5mtq=/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6319667,2019-12-13T19:04:02+00:00,yes,2019-12-13T19:34:39+00:00,yes,Other
6319666,https://dotilo.com/paypal/paypal/lmzhhoda=/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6319666,2019-12-13T19:03:58+00:00,yes,2019-12-13T19:34:39+00:00,yes,Other
6319665,http://dotilo.com/paypal/paypal/lmzhhoda=/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6319665,2019-12-13T19:03:56+00:00,yes,2019-12-13T19:33:53+00:00,yes,Other
6319664,https://dotilo.com/paypal/paypal/in2rmnje=/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6319664,2019-12-13T19:03:52+00:00,yes,2019-12-13T19:33:07+00:00,yes,Other
6319630,http://gaughrith.com/images/anofthepartyA/mosJothamwhile/talkingtonewsme/generalfix/login?email=unknown@avira.invalid,http://www.phishtank.com/phish_detail.php?phish_id=6319630,2019-12-13T19:02:03+00:00,yes,2019-12-13T19:17:41+00:00,yes,Other
6319631,http://gaughrith.com/images/anofthepartyA/mosJothamwhile/talkingtonewsme/generalfix/login/?email=unknown@avira.invalid,http://www.phishtank.com/phish_detail.php?phish_id=6319631,2019-12-13T19:02:03+00:00,yes,2019-12-13T19:17:41+00:00,yes,Other
6319587,https://somethingoldsomethingnew.com/sbc/sbc/sbc/sbcglobal.net.htm,http://www.phishtank.com/phish_detail.php?phish_id=6319587,2019-12-13T18:54:13+00:00,yes,2019-12-13T18:55:46+00:00,yes,Other
6319584,https://somethingoldsomethingnew.com/Att/sbc/sbc/sbcglobal.net.htm#,http://www.phishtank.com/phish_detail.php?phish_id=6319584,2019-12-13T18:53:22+00:00,yes,2019-12-13T18:55:00+00:00,yes,Other
6319569,https://liderfmtocos.website.radio.br/radio/m4/,http://www.phishtank.com/phish_detail.php?phish_id=6319569,2019-12-13T18:45:10+00:00,yes,2019-12-13T18:46:38+00:00,yes,PayPal
6319548,http://clinicaskin.cl/whre/beth/,http://www.phishtank.com/phish_detail.php?phish_id=6319548,2019-12-13T18:23:19+00:00,yes,2020-01-06T10:01:19+00:00,yes,Other
6319544,https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAZAAAA1cpBUMk1MMUNRUE9OVDBFUkRYTUZBR1ZGR01CTS4u,http://www.phishtank.com/phish_detail.php?phish_id=6319544,2019-12-13T18:17:18+00:00,yes,2019-12-15T05:28:22+00:00,yes,Other
6319538,https://omcafeeactivate.uk.com/,http://www.phishtank.com/phish_detail.php?phish_id=6319538,2019-12-13T18:11:13+00:00,yes,2020-01-03T06:53:30+00:00,yes,IDEX
6319529,http://itaucard-promocoes.com/~/index.html?0jsVAlzpAtrpgEPqnzRStQ0KI2EKVjV/XVq-gIo3QjvVIMnwRxjcpV/6rcO20TlescjWVYtqOBoGpY/iFa4D-9u,http://www.phishtank.com/phish_detail.php?phish_id=6319529,2019-12-13T18:01:13+00:00,yes,2019-12-13T18:07:55+00:00,yes,Other
6319518,http://vergaralandscaping.com/infosnet,http://www.phishtank.com/phish_detail.php?phish_id=6319518,2019-12-13T18:00:26+00:00,yes,2019-12-13T18:01:48+00:00,yes,Other
6319490,http://po.do/eEQ/?74983161,http://www.phishtank.com/phish_detail.php?phish_id=6319490,2019-12-13T17:24:08+00:00,yes,2019-12-13T17:37:35+00:00,yes,PayPal
6319466,http://dhilloncraneservice.com/.well-known/bankofamerica.com/login.php?cmd=login_submit&amp;id=af382fcda67d2f39560670333f344fe6af382fcda67d2f39560670333f344fe6&amp;session=af382fcda67d2f39560670333f344fe6af382fcda67d2f39560670333f344fe6,http://www.phishtank.com/phish_detail.php?phish_id=6319466,2019-12-13T17:00:50+00:00,yes,2019-12-13T17:29:14+00:00,yes,Other
6319465,http://dhilloncraneservice.com/.well-known/bankofamerica.com/login.php?cmd=login_submit&amp;id=631273c99ac746a457edcad7531703e9631273c99ac746a457edcad7531703e9&amp;session=631273c99ac746a457edcad7531703e9631273c99ac746a457edcad7531703e9,http://www.phishtank.com/phish_detail.php?phish_id=6319465,2019-12-13T17:00:47+00:00,yes,2019-12-13T17:28:28+00:00,yes,Other
6319464,http://dhilloncraneservice.com/.well-known/bankofamerica.com/login.php?cmd=login_submit&amp;id=a16d0c37a6775455c50a914f7e1c8325a16d0c37a6775455c50a914f7e1c8325&amp;session=a16d0c37a6775455c50a914f7e1c8325a16d0c37a6775455c50a914f7e1c8325,http://www.phishtank.com/phish_detail.php?phish_id=6319464,2019-12-13T17:00:42+00:00,yes,2019-12-13T17:27:42+00:00,yes,Other
6319461,http://www.dhilloncraneservice.com/.well-known/bankofamerica.com/login.php?cmd=login_submit&amp;id=c92b948604cd74ef1cfa6a1196c97be0c92b948604cd74ef1cfa6a1196c97be0&amp;session=c92b948604cd74ef1cfa6a1196c97be0c92b948604cd74ef1cfa6a1196c97be0,http://www.phishtank.com/phish_detail.php?phish_id=6319461,2019-12-13T17:00:30+00:00,yes,2019-12-31T08:04:07+00:00,yes,Other
6319419,https://fsddfsdfgvcvvccss.000webhostapp.com/recovery.html,http://www.phishtank.com/phish_detail.php?phish_id=6319419,2019-12-13T16:11:57+00:00,yes,2019-12-13T17:09:24+00:00,yes,Facebook
6319296,https://qs-aruba.blogspot.com/,http://www.phishtank.com/phish_detail.php?phish_id=6319296,2019-12-13T15:52:45+00:00,yes,2019-12-27T11:35:30+00:00,yes,Other
6319286,https://docs.google.com/forms/d/e/1FAIpQLSfyRCE4UhkQCMsyApbTb2HH_dAnbHPXBnYuGCYeMoaKavieDw/viewform,http://www.phishtank.com/phish_detail.php?phish_id=6319286,2019-12-13T15:49:55+00:00,yes,2019-12-15T21:33:42+00:00,yes,Other
6319279,https://fdyf5.app.link/zaPJe9Pfh2?sdasdasdsadsad,http://www.phishtank.com/phish_detail.php?phish_id=6319279,2019-12-13T15:48:09+00:00,yes,2019-12-13T15:59:33+00:00,yes,PayPal
6319253,https://txtzap.com/vendor/symfony/Redirection/,http://www.phishtank.com/phish_detail.php?phish_id=6319253,2019-12-13T15:30:03+00:00,yes,2019-12-13T15:52:43+00:00,yes,PayPal
6319220,https://rmrofls.us/secure/webapp/app/index,http://www.phishtank.com/phish_detail.php?phish_id=6319220,2019-12-13T15:06:10+00:00,yes,2019-12-13T15:37:32+00:00,yes,PayPal
6319218,http://steamcommunity.com.entseigneurie.com/,http://www.phishtank.com/phish_detail.php?phish_id=6319218,2019-12-13T15:03:36+00:00,yes,2019-12-13T15:36:46+00:00,yes,Other
6319183,https://simplybeautifuleverydaylife.com/download/Docfilewetransf/?email=aedwards@cfindustries.com,http://www.phishtank.com/phish_detail.php?phish_id=6319183,2019-12-13T15:01:43+00:00,yes,2019-12-13T15:16:56+00:00,yes,Other
6319152,http://vergaralandscaping.com/infosnet/,http://www.phishtank.com/phish_detail.php?phish_id=6319152,2019-12-13T15:00:06+00:00,yes,2019-12-13T15:01:37+00:00,yes,PayPal
6319084,https://dccomunicacaovisual.com.br/Details/,http://www.phishtank.com/phish_detail.php?phish_id=6319084,2019-12-13T13:54:06+00:00,yes,2019-12-16T12:07:55+00:00,yes,PayPal
6319033,http://stickers.getforge.io,http://www.phishtank.com/phish_detail.php?phish_id=6319033,2019-12-13T13:32:16+00:00,yes,2019-12-13T13:34:09+00:00,yes,Other
6319023,https://docs.google.com/forms/d/e/1FAIpQLScfcAbocM9z5uD81wy96DP_JsH4D7s8lRFHm3iGRoDcgndZ_w/viewform,http://www.phishtank.com/phish_detail.php?phish_id=6319023,2019-12-13T13:28:49+00:00,yes,2019-12-17T08:57:43+00:00,yes,Microsoft
6319020,https://docs.google.com/forms/d/e/1FAIpQLScfcAbocM9z5uD81wy96DP_JsH4D7s8lRFHm3iGRoDcgndZ_w/viewform?usp=send_form,http://www.phishtank.com/phish_detail.php?phish_id=6319020,2019-12-13T13:20:53+00:00,yes,2019-12-16T07:38:49+00:00,yes,Other
6319019,https://forms.gle/dnkbqZ29o8XBRVT98,http://www.phishtank.com/phish_detail.php?phish_id=6319019,2019-12-13T13:20:52+00:00,yes,2019-12-15T21:22:15+00:00,yes,Other
6318998,https://itaucard-promocoes.com/~/index.html,http://www.phishtank.com/phish_detail.php?phish_id=6318998,2019-12-13T13:00:59+00:00,yes,2019-12-13T13:01:51+00:00,yes,Other
6318981,https://storage.cloud.google.com/rqraaqqax3xa.appspot.com/index.htm#no@nope.com,http://www.phishtank.com/phish_detail.php?phish_id=6318981,2019-12-13T12:53:38+00:00,yes,2019-12-13T12:54:39+00:00,yes,Other
6318955,https://www.saleorder-ku.com/resources/sass/suntrust/Login.php?sslchannel=true&amp;sessionid=bEtdmjJURn7eKtWp72v7kMUCeRpLhcTHI2Ij7LGCorS0HjWKtICYYm4k84WmLg8R37BdWiKhTntgEQVn,http://www.phishtank.com/phish_detail.php?phish_id=6318955,2019-12-13T11:59:25+00:00,yes,2019-12-13T12:00:03+00:00,yes,"SunTrust Bank"
6318874,https://sorbojoya.com/vendor/tijsverkoyen/css-to-inline-styles/src/Css/Rule/juno/Juno.htm,http://www.phishtank.com/phish_detail.php?phish_id=6318874,2019-12-13T10:16:31+00:00,yes,2019-12-15T21:25:36+00:00,yes,Other
6318873,https://5x.to/45W,http://www.phishtank.com/phish_detail.php?phish_id=6318873,2019-12-13T10:16:30+00:00,yes,2019-12-15T21:25:02+00:00,yes,Other
6318859,https://telegra.ph/Tesla---important-news-12-12-3,http://www.phishtank.com/phish_detail.php?phish_id=6318859,2019-12-13T09:59:38+00:00,yes,2019-12-13T20:13:32+00:00,yes,Other
6318857,https://steampoweroeswzg.me/lusekp?agency=53,http://www.phishtank.com/phish_detail.php?phish_id=6318857,2019-12-13T09:57:32+00:00,yes,2019-12-13T10:00:26+00:00,yes,Steam
6318855,https://steampoweroel.me/spirit?agency=19,http://www.phishtank.com/phish_detail.php?phish_id=6318855,2019-12-13T09:56:46+00:00,yes,2019-12-13T09:59:41+00:00,yes,Steam
6318853,https://steampoweroel.me/thefox?agency=19,http://www.phishtank.com/phish_detail.php?phish_id=6318853,2019-12-13T09:56:18+00:00,yes,2019-12-13T09:58:55+00:00,yes,Steam
6318850,http://www.steampubgs.club/pubg5?agent=1,http://www.phishtank.com/phish_detail.php?phish_id=6318850,2019-12-13T09:54:42+00:00,yes,2019-12-13T09:55:56+00:00,yes,Steam
6318743,https://pl-foto.ru/Vad/CH/,http://www.phishtank.com/phish_detail.php?phish_id=6318743,2019-12-13T08:11:45+00:00,yes,2019-12-13T08:29:52+00:00,yes,Other
6318617,http://free-diamond-uhuinfo.000webhostapp.com/Diamond%20Free%20Fire/login/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6318617,2019-12-13T04:57:06+00:00,yes,2019-12-13T04:58:42+00:00,yes,Facebook
6318575,http://updted-access.demopage.co/,http://www.phishtank.com/phish_detail.php?phish_id=6318575,2019-12-13T02:36:34+00:00,yes,2019-12-19T17:14:32+00:00,yes,"Wells Fargo"
6318557,https://vensyemall.com/sgl/login/dbs/in/log/login.php,http://www.phishtank.com/phish_detail.php?phish_id=6318557,2019-12-13T01:22:07+00:00,yes,2019-12-13T01:24:00+00:00,yes,Other
6318555,https://vensyemall.com/sgl/login/dbs/in/log/login.php?cmd=login_submit&id=c02ea6ed0c8252402b15247c57aae8f2c02ea6ed0c8252402b15247c57aae8f2&session=c02ea6ed0c8252402b15247c57aae8f2c02ea6ed0c8252402b15247c57aae8f2,http://www.phishtank.com/phish_detail.php?phish_id=6318555,2019-12-13T01:11:54+00:00,yes,2019-12-13T01:14:01+00:00,yes,"Development Bank of Singapore"
6318554,https://vensyemall.com/sgl/login/dbs/in/log/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6318554,2019-12-13T01:11:52+00:00,yes,2019-12-13T01:13:15+00:00,yes,"Development Bank of Singapore"
6318528,http://u0893088.cp.regruhosting.ru/gharbitta.kar.li.duali.ma,http://www.phishtank.com/phish_detail.php?phish_id=6318528,2019-12-13T00:00:35+00:00,yes,2019-12-13T00:03:44+00:00,yes,Other
6318507,http://po.do/ju/,http://www.phishtank.com/phish_detail.php?phish_id=6318507,2019-12-12T23:24:02+00:00,yes,2019-12-12T23:25:18+00:00,yes,PayPal
6318408,https://wellingtoncloud-my.sharepoint.com/personal/lynne_barron_eaglehouseschool_com/_layouts/15/WopiFrame.aspx?guestaccesstoken=5R%2fL6nH%2bT0nFKB7xwYnVZ8N1WumZ0WZ%2fpWKGrI5p6%2fs%3d&docid=1_192cb7c38faeb476cb58ce8f71598361c&wdFormId=%7B3E42BD82%2DB59E%2D403B%2D9998%2D0C2DD21BD5E6%7D&action=formsubmit,http://www.phishtank.com/phish_detail.php?phish_id=6318408,2019-12-12T21:18:10+00:00,yes,2019-12-15T21:36:15+00:00,yes,Other
6318407,https://wellingtoncloud-my.sharepoint.com/personal/lynne_barron_eaglehouseschool_com/_layouts/15/guestaccess.aspx?guestaccesstoken=5R%2fL6nH%2bT0nFKB7xwYnVZ8N1WumZ0WZ%2fpWKGrI5p6%2fs%3d&docid=1_192cb7c38faeb476cb58ce8f71598361c&wdFormId=%7B3E42BD82%2DB59E%2D403B%2D9998%2D0C2DD21BD5E6%7D,http://www.phishtank.com/phish_detail.php?phish_id=6318407,2019-12-12T21:18:09+00:00,yes,2019-12-15T21:36:09+00:00,yes,Other
6318317,https://vcfh4wsdxxc.appspot.com/,http://www.phishtank.com/phish_detail.php?phish_id=6318317,2019-12-12T20:22:00+00:00,yes,2019-12-15T21:29:14+00:00,yes,Other
6318253,https://track-enviou.azurewebsites.net/VerNoNavegador.aspx?tracking=U0lHLTI1MDM4Ny01ZGYwZjliNTY2ZTIyNDBhZTg4ZmQ0MTF8MjI1MDg5fDExMDU2OXwxMDYwODB8a2VsbHkuZ2F1Y2hhQHlhaG9vLmNvbS5icg==,http://www.phishtank.com/phish_detail.php?phish_id=6318253,2019-12-12T19:16:11+00:00,yes,2019-12-15T05:28:03+00:00,yes,Other
6318188,https://livenmitac-my.sharepoint.com/personal/hannah-daly_live_nmit_ac_nz/_layouts/15/guestaccess.aspx?guestaccesstoken=zA7yVsSjTZXEN%2fCnB0hSwkQniEm%2fCuMgRMfvnT4F8CY%3d&docid=1_128a2a62563b647c9b1b6806600fd8a09&wdFormId=%7B20510126%2DFB1D%2D4E63%2D9E6A%2DF86488E1D5C6%7D,http://www.phishtank.com/phish_detail.php?phish_id=6318188,2019-12-12T18:40:54+00:00,yes,2019-12-15T21:31:16+00:00,yes,Other
6318186,https://livenmitac-my.sharepoint.com/personal/hannah-daly_live_nmit_ac_nz/_layouts/15/WopiFrame.aspx?guestaccesstoken=zA7yVsSjTZXEN%2fCnB0hSwkQniEm%2fCuMgRMfvnT4F8CY%3d&docid=1_128a2a62563b647c9b1b6806600fd8a09&wdFormId=%7B20510126%2DFB1D%2D4E63%2D9E6A%2DF86488E1D5C6%7D&action=formsubmit,http://www.phishtank.com/phish_detail.php?phish_id=6318186,2019-12-12T18:39:34+00:00,yes,2019-12-15T21:31:09+00:00,yes,Other
6318150,http://po.do/mc/,http://www.phishtank.com/phish_detail.php?phish_id=6318150,2019-12-12T18:06:10+00:00,yes,2019-12-12T18:08:37+00:00,yes,PayPal
6318104,https://hjghjghxssdss.000webhostapp.com/recovery.html,http://www.phishtank.com/phish_detail.php?phish_id=6318104,2019-12-12T17:41:49+00:00,yes,2019-12-12T17:43:25+00:00,yes,Facebook
6318103,https://hhfdfxdddasaa.000webhostapp.com/recovery.html,http://www.phishtank.com/phish_detail.php?phish_id=6318103,2019-12-12T17:41:29+00:00,yes,2019-12-12T17:42:40+00:00,yes,Facebook
6318102,https://gfasdfgsdjjjjasfsad.000webhostapp.com/recovery.html,http://www.phishtank.com/phish_detail.php?phish_id=6318102,2019-12-12T17:41:07+00:00,yes,2019-12-12T17:42:40+00:00,yes,Facebook
6318054,http://po.do/18/,http://www.phishtank.com/phish_detail.php?phish_id=6318054,2019-12-12T17:09:11+00:00,yes,2019-12-12T17:13:01+00:00,yes,PayPal
6318043,http://po.do/5N/,http://www.phishtank.com/phish_detail.php?phish_id=6318043,2019-12-12T17:06:11+00:00,yes,2019-12-12T17:09:58+00:00,yes,PayPal
6318040,https://mail.bancoaztecagt.com,http://www.phishtank.com/phish_detail.php?phish_id=6318040,2019-12-12T17:05:29+00:00,yes,2019-12-25T16:43:05+00:00,yes,Other
6318026,http://po.do/6X/,http://www.phishtank.com/phish_detail.php?phish_id=6318026,2019-12-12T17:03:10+00:00,yes,2019-12-12T17:06:11+00:00,yes,PayPal
6317911,http://ourfathersworld.org/accou/.index.html,http://www.phishtank.com/phish_detail.php?phish_id=6317911,2019-12-12T15:37:35+00:00,yes,2019-12-12T15:39:03+00:00,yes,Other
6317885,https://verifica-b-c-p.via-peru.com/iniciar-sesion,http://www.phishtank.com/phish_detail.php?phish_id=6317885,2019-12-12T15:09:40+00:00,yes,2019-12-12T15:10:24+00:00,yes,Other
6317872,https://ragingbullpictures.co.za/update/Asb,http://www.phishtank.com/phish_detail.php?phish_id=6317872,2019-12-12T15:00:59+00:00,yes,2019-12-12T15:08:08+00:00,yes,Other
6317840,http://alnex.beget.tech/check.php,http://www.phishtank.com/phish_detail.php?phish_id=6317840,2019-12-12T14:37:36+00:00,yes,2019-12-12T14:53:46+00:00,yes,Other
6317834,http://my-case1.ru/auth/,http://www.phishtank.com/phish_detail.php?phish_id=6317834,2019-12-12T14:30:22+00:00,yes,2019-12-12T14:50:45+00:00,yes,Other
6317781,https://ragingbullpictures.co.za/update/Asb/,http://www.phishtank.com/phish_detail.php?phish_id=6317781,2019-12-12T14:04:46+00:00,yes,2019-12-12T14:32:39+00:00,yes,Other
6317769,https://wegetpeopletalking.com/engl/onedrivecloud/newdr/main.html,http://www.phishtank.com/phish_detail.php?phish_id=6317769,2019-12-12T14:03:57+00:00,yes,2019-12-12T14:30:23+00:00,yes,Other
6317734,http://knackdev.co.in/olc/1/sf8743rg387efg9823983.html,http://www.phishtank.com/phish_detail.php?phish_id=6317734,2019-12-12T14:01:20+00:00,yes,2019-12-12T14:12:11+00:00,yes,Other
6317729,https://simplybeautifuleverydaylife.com/doc/Docfilewetransf/?email=developer_register@jpmorgan.com,http://www.phishtank.com/phish_detail.php?phish_id=6317729,2019-12-12T14:01:04+00:00,yes,2019-12-12T14:08:23+00:00,yes,Other
6317727,https://easypeasysites.com/wp_eas/Docfilewetransf?email=aceofspades@livenation.com,http://www.phishtank.com/phish_detail.php?phish_id=6317727,2019-12-12T14:00:59+00:00,yes,2019-12-12T14:07:37+00:00,yes,Other
6317728,https://easypeasysites.com/wp_eas/Docfilewetransf/?email=aceofspades@livenation.com,http://www.phishtank.com/phish_detail.php?phish_id=6317728,2019-12-12T14:00:59+00:00,yes,2019-12-12T14:08:23+00:00,yes,Other
6317722,https://abdulrdawood.com/spec/spec.html,http://www.phishtank.com/phish_detail.php?phish_id=6317722,2019-12-12T14:00:42+00:00,yes,2019-12-12T14:04:34+00:00,yes,Other
6317696,https://heliosroofing-my.sharepoint.com/:o:/g/personal/louisl_otomoxsolutions_com/EmZxA945WrxOl0YuTcsY4NYBRPWgfWfSFpdiAGuwpQKDuw?e=5%3a6ctsZL&at=9,http://www.phishtank.com/phish_detail.php?phish_id=6317696,2019-12-12T13:38:02+00:00,yes,2020-01-09T01:18:19+00:00,yes,Other
6317540,https://ulwebtest.ir/gre/comcast.php,http://www.phishtank.com/phish_detail.php?phish_id=6317540,2019-12-12T10:06:02+00:00,yes,2019-12-12T10:09:09+00:00,yes,Other
6317528,http://gaughrith.com/images/anofthepartyA/mosJothamwhile/talkingtonewsme/generalfix/login/?email=nobody@mycraftmail.com,http://www.phishtank.com/phish_detail.php?phish_id=6317528,2019-12-12T10:00:58+00:00,yes,2019-12-12T10:04:40+00:00,yes,Other
6317522,https://keypointtraining-my.sharepoint.com/:o:/g/personal/janeann_keypoint-training_com/EtCR8prIh2tFjHTd3UouWFIBxus9jTn1BrMyTChefO4vpw?e=Aaxtfv,http://www.phishtank.com/phish_detail.php?phish_id=6317522,2019-12-12T10:00:36+00:00,yes,2019-12-15T22:02:52+00:00,yes,Other
6317370,https://www.carryam.com/uploads/driver/profile/controle-commande.php,http://www.phishtank.com/phish_detail.php?phish_id=6317370,2019-12-12T06:57:20+00:00,yes,2019-12-23T07:32:55+00:00,yes,PayPal
6317281,https://paypal-to-btc.ga/,http://www.phishtank.com/phish_detail.php?phish_id=6317281,2019-12-12T04:01:13+00:00,yes,2019-12-12T04:07:04+00:00,yes,Other
6317246,http://file4grants.com/wp-includes/js/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6317246,2019-12-12T03:01:52+00:00,yes,2019-12-12T03:13:01+00:00,yes,Other
6317241,http://www.margobath.com/Home/Admin/ourtime,http://www.phishtank.com/phish_detail.php?phish_id=6317241,2019-12-12T03:01:39+00:00,yes,2019-12-12T03:09:58+00:00,yes,Other
6317239,http://www.indianwindpower.com/office/PDF/form,http://www.phishtank.com/phish_detail.php?phish_id=6317239,2019-12-12T03:01:31+00:00,yes,2019-12-12T03:09:12+00:00,yes,Other
6317183,http://www.indianwindpower.com/office/PDF/form/,http://www.phishtank.com/phish_detail.php?phish_id=6317183,2019-12-12T02:05:08+00:00,yes,2019-12-12T02:20:49+00:00,yes,Other
6317180,http://www.margobath.com/Home/Admin/ourtime/,http://www.phishtank.com/phish_detail.php?phish_id=6317180,2019-12-12T02:05:00+00:00,yes,2019-12-12T02:20:03+00:00,yes,Other
6317179,http://addergytech.com/datastore/storage/alibaba/vqcr8bp0gud&amp;lc=1033&amp;id=64855&amp;mkt=en-us&amp;cbcxt=mai&amp;snsc.php?email=xxx@yyy.com&amp;.%20target=_blank&gt;trade%20center&lt;span&gt;%20&lt;/span&gt;&lt;/a&gt;to%20check%20it.&lt;/td&gt;&lt;/tr&gt;,http://www.phishtank.com/phish_detail.php?phish_id=6317179,2019-12-12T02:04:56+00:00,yes,2019-12-12T02:19:17+00:00,yes,Other
6317177,http://ecopackpackaging.com/com/f565bb9efccaf6986443db0bf01018bc/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6317177,2019-12-12T02:04:47+00:00,yes,2019-12-12T02:18:32+00:00,yes,Other
6317176,http://biologia.uem.mz/administrator/tv/net/payment.php?ip=139.59.4.194,http://www.phishtank.com/phish_detail.php?phish_id=6317176,2019-12-12T02:04:43+00:00,yes,2019-12-12T02:18:32+00:00,yes,Other
6317175,http://biologia.uem.mz/administrator/tv/net/billing.php?ip=139.59.4.194,http://www.phishtank.com/phish_detail.php?phish_id=6317175,2019-12-12T02:04:38+00:00,yes,2019-12-12T02:17:46+00:00,yes,Other
6317174,http://biologia.uem.mz/administrator/tv/net/complete.php?ip=139.59.4.194,http://www.phishtank.com/phish_detail.php?phish_id=6317174,2019-12-12T02:04:34+00:00,yes,2019-12-12T02:17:46+00:00,yes,Other
6317164,http://leckerreinschneideir.de/,http://www.phishtank.com/phish_detail.php?phish_id=6317164,2019-12-12T02:04:04+00:00,yes,2019-12-12T02:14:44+00:00,yes,Other
6317028,http://bit.ly/2PBuwzX,http://www.phishtank.com/phish_detail.php?phish_id=6317028,2019-12-12T00:10:50+00:00,yes,2019-12-12T00:12:18+00:00,yes,"eBay, Inc."
6317020,http://globalgaming.cm/wp-admin/user/welk/shy/fan/pdfautofill/login.php?userid=_xxx@yyy.com_,http://www.phishtank.com/phish_detail.php?phish_id=6317020,2019-12-12T00:00:44+00:00,yes,2019-12-12T00:03:16+00:00,yes,Other
6316988,http://app.salmacorp.net/alibaba.com/alibaba/login.alibaba.com.php?email=xxx@yyy.com,http://www.phishtank.com/phish_detail.php?phish_id=6316988,2019-12-11T23:00:23+00:00,yes,2019-12-11T23:01:18+00:00,yes,Other
6316984,http://50-195-209-186-static.hfc.comcastbusiness.net/images/01.htm,http://www.phishtank.com/phish_detail.php?phish_id=6316984,2019-12-11T22:52:56+00:00,yes,2019-12-11T22:54:29+00:00,yes,Netflix
6316977,https://laslasvm.appspot.com/outlook/index.html#juliehenry@legalshieldcorp.com,http://www.phishtank.com/phish_detail.php?phish_id=6316977,2019-12-11T22:44:43+00:00,yes,2019-12-11T22:46:54+00:00,yes,Other
